"[9, 9, 0, 0]",-0.02633045700104849,-0.12697001556392346
"[9, 9, 1, 0]",-0.0390706798201166,-0.1517236659309611
"[9, 9, 1, 1]",-0.03152079457441114,-0.11029279836889916
"[9, 9, 1, 2]",-0.08436409254271846,-0.1315255669226344
"[9, 9, 1, 3]",-0.15037832340113563,-0.11870332259183375
"[9, 9, 0, 1]",-0.023966306488446547,-0.13149380979924316
"[9, 9, 0, 2]",-0.062346829089696354,-0.1244999044427786
"[9, 9, 0, 3]",-0.15871796669847274,-0.1491277923500285
"[9, 8, 0, 2]",-0.1868736253373173,-0.21589341425516503
"[9, 7, 0, 3]",-0.3711466654153,-0.20026736160105377
"[9, 6, 0, 3]",-0.3828025763701829,-0.15647496572221073
"[9, 5, 0, 3]",-0.29379571370712,-0.14965441453660844
"[9, 4, 0, 3]",-0.21540421802659465,-0.15570676897309552
"[9, 3, 0, 3]",-0.2053150345523779,-0.1694190181751589
"[9, 2, 1, 0]",-0.5781397194075669,-0.2607130409774346
"[9, 1, 1, 1]",0.0,-0.30649774604869917
"[8, 0, 1, 2]",0.0,-0.2366146028161197
"[7, 9, 1, 3]",-0.47783577054525583,-0.1671821733769979
"[6, 9, 1, 3]",-0.38040535857799723,-0.185294095401614
"[5, 9, 1, 3]",-0.2728323766958067,-0.21089693129508316
"[4, 9, 0, 0]",0.0,-0.3271278360814675
"[3, 9, 0, 1]",0.0,-0.4772459850520644
"[2, 9, 0, 2]",-0.6119582438876842,-0.5615182611109355
"[1, 9, 0, 3]",-4.114940911163108,-0.43252956694367717
"[0, 9, 0, 3]",-4.022132359531444,-0.24512425661603057
"[0, 9, 1, 0]",0.0,-4.388329797173426
"[0, 9, 1, 1]",-0.2255332709655425,-3.7162297990041506
"[0, 9, 1, 2]",-0.3841980013513534,-3.000909003203898
"[0, 8, 1, 3]",-1.3816994118773755,-2.236095794097951
"[0, 7, 1, 3]",-1.3717647789175613,-2.2776741652051644
"[0, 6, 0, 0]",0.0,-0.2985411643916392
"[1, 5, 0, 1]",0.0,-0.4814313818616486
"[0, 4, 0, 2]",0.0,-0.6703081921947782
"[9, 2, 0, 3]",-0.19190980913837352,-0.19161759837480274
"[9, 1, 1, 0]",0.0,-0.22303431977060306
"[9, 0, 1, 1]",-0.7387185149727412,-0.22787898558413305
"[8, 9, 1, 3]",-0.5042586145343254,-0.18345332977720655
"[6, 9, 0, 0]",0.0,-0.5580273847252397
"[5, 9, 0, 1]",0.0,-0.6974442944488026
"[4, 9, 0, 2]",0.0,-0.9079697924916811
"[3, 9, 0, 3]",-2.581292110336463,-1.1264801727609677
"[2, 9, 0, 3]",-3.0535538949246677,-0.9578486935568995
"[1, 9, 1, 0]",0.0,-3.363183713000328
"[0, 6, 1, 3]",-1.7692099508018937,-2.868933597241046
"[0, 5, 0, 0]",0.0,-0.913158977221235
"[6, 4, 0, 1]",0.0,-1.9232956039149174
"[5, 3, 0, 2]",0.0,-2.1085426260943123
"[4, 2, 0, 3]",-1.6355805822392853,-2.3413763435254036
"[3, 1, 0, 3]",-2.616768509097705,-3.7982819881517393
"[2, 0, 1, 0]",0.0,-2.9623079186732655
"[1, 9, 1, 1]",0.0,-2.713598900875547
"[0, 9, 1, 3]",-1.2902623404259117,-2.1806950661749753
"[0, 9, 0, 0]",-1.380944334345496,-0.21301969103173607
"[8, 9, 0, 2]",-0.08308447285069359,-0.30715554390910765
"[7, 9, 0, 3]",-0.4019088955799745,-0.34016706314014167
"[6, 9, 0, 3]",-0.48396364756993315,-0.8179604314715861
"[5, 9, 0, 3]",-0.945300726366816,-1.2388141306772964
"[4, 9, 1, 0]",0.0,-0.8950284258121689
"[3, 9, 1, 1]",0.0,-0.9638704970930133
"[2, 9, 1, 2]",-0.01564915764004699,-1.0497104801339097
"[1, 8, 1, 3]",-0.29999020711210034,-1.2075468767544528
"[9, 5, 0, 1]",0.0,-0.16420969781970587
"[9, 4, 0, 2]",0.0,-0.15950688263783486
"[8, 1, 0, 3]",-0.24932715195889646,-1.2045474743855717
