"[9, 9, 0, 0]",-0.48889338904165913,-0.7319077788207218
"[9, 9, 0, 1]",-0.5463401207973825,-0.7979780804923391
"[9, 9, 0, 2]",-0.48657698399920646,-0.8603230786854804
"[9, 9, 0, 3]",-0.6910791953189712,-0.9105010264115482
"[9, 9, 1, 0]",-0.6007374545400852,-0.7850699098498538
"[9, 9, 1, 1]",-0.38380846653555867,-0.869969724487998
"[9, 9, 1, 2]",-0.5625403415635304,-0.9790286563157288
"[9, 9, 1, 3]",-0.6916110710448031,-1.101809198807867
"[8, 9, 0, 3]",-0.5325703158081757,-1.2115151286401522
"[7, 9, 0, 3]",-0.6492028822762623,-0.8553141495517236
"[6, 9, 1, 0]",0.0,-0.7298256662327799
"[5, 9, 1, 1]",-0.13619735534458988,-0.823643035403589
"[4, 9, 1, 2]",0.0,-0.9561344297905267
"[3, 9, 1, 3]",-0.713060477987196,-1.1971964448724308
"[2, 9, 1, 3]",-0.7253607413512688,-0.9033446382592081
"[1, 9, 0, 0]",0.0,-0.8362407099262366
"[0, 9, 0, 1]",-0.42850241166451936,-0.9269909752521677
"[9, 8, 1, 0]",-0.2446120948370485,-0.5516474504825112
"[9, 7, 1, 1]",0.0,-0.6654736379732783
"[8, 6, 1, 2]",0.0,-0.14995954017308957
"[7, 5, 1, 3]",-0.2770347015429867,-0.35002965695968646
"[6, 4, 1, 3]",-0.33754032152340463,-0.3225125550363473
"[5, 3, 1, 3]",-0.45086817561332193,-0.4433831267540507
"[4, 2, 0, 0]",0.0,-0.6548779628960698
"[3, 1, 0, 1]",0.0,-0.8249983540321797
"[2, 0, 0, 2]",0.0,-0.9810796844748143
"[1, 9, 0, 3]",-1.106791438431248,-1.410168763404055
"[0, 9, 0, 3]",-1.089031254098395,-1.0190195842865186
"[7, 9, 1, 0]",0.0,-0.6124508636737863
"[6, 9, 1, 1]",0.0,-0.7308580168736478
"[5, 9, 1, 2]",-0.06140679626644098,-0.892239744144443
"[4, 9, 1, 3]",-0.573265342974578,-0.990809584363552
"[2, 9, 0, 0]",-0.2030621125704004,-0.816007879429337
"[1, 9, 0, 1]",0.0,-0.9246000411061808
"[0, 9, 0, 2]",-0.20603901360750615,-0.9867567588944062
"[8, 9, 1, 0]",-0.21938940499715318,-0.6603378816121833
"[7, 8, 1, 1]",0.0,-0.06501266933296995
"[6, 7, 1, 2]",0.0,-0.10213841573777556
"[5, 6, 1, 3]",-0.1174448413190898,-0.27290518146359494
"[4, 5, 1, 3]",-0.0796148786140582,-0.2496382628319992
"[3, 4, 0, 0]",0.0,-0.21362760274922454
"[2, 3, 0, 1]",0.0,-0.4435502997846778
"[1, 2, 0, 2]",0.0,-0.6998795975139295
"[0, 1, 0, 3]",-1.006268442104581,-1.1008731139335106
"[9, 0, 0, 3]",-0.6627996311175745,-1.6167028877622716
"[9, 8, 1, 1]",-0.3235426269379073,-0.7414887436058804
"[9, 7, 1, 2]",-0.16160187755844774,-0.8157525904833818
"[9, 6, 1, 3]",-0.5971549201969873,-0.7656684311909049
"[9, 5, 1, 3]",-0.75036525967611,-0.9687671676109473
"[9, 4, 1, 3]",-0.9714679746387354,-0.9316911206006107
"[9, 3, 1, 3]",-0.7098168296572009,-0.81513842320095
"[9, 2, 0, 0]",-0.13242281143536655,-0.7995558226109509
"[8, 1, 0, 1]",0.0,-0.6530217003646904
"[7, 0, 0, 2]",0.0,-0.8445337595162741
"[6, 9, 0, 3]",-0.5119926454437533,-1.1391496874021527
"[5, 9, 0, 3]",-0.7148165616679447,-1.5561313898427387
"[4, 9, 1, 0]",0.0,-0.8124243157513189
"[3, 9, 1, 1]",0.0,-0.9049128892847307
"[2, 9, 1, 2]",-0.06712516651085089,-0.994980403417599
"[1, 9, 1, 3]",-0.7176822556098192,-1.0630306185104699
"[0, 9, 1, 3]",-0.7385009140802506,-1.6956923801103763
"[9, 8, 0, 2]",-0.16840767380006663,-0.7636483411475729
"[9, 7, 0, 3]",-0.526282278058343,-0.935282533719108
"[9, 6, 0, 3]",-0.5355580323057354,-0.8863188569315882
"[9, 5, 0, 3]",-0.6035395819237722,-1.2636646517332248
"[9, 4, 1, 0]",0.0,-0.682562451832659
"[9, 3, 1, 1]",0.0,-0.7556336283808811
"[9, 2, 1, 2]",-0.12166255440187246,-0.8237801568670358
"[9, 1, 1, 3]",-0.7159939836086383,-0.9066649463961779
"[9, 0, 1, 3]",-0.7204260104310379,-1.1339843732204922
"[9, 4, 0, 0]",0.0,-0.8177702766739644
"[9, 3, 0, 1]",0.0,-0.8590348266793821
"[8, 2, 0, 2]",-0.020214313705778447,-1.0259302247309647
"[7, 1, 0, 3]",-0.6637046732658007,-1.1305731837917883
"[6, 0, 0, 3]",-0.6904033501670033,-1.5466384523879777
"[5, 0, 1, 0]",0.0,-0.769529251331537
"[4, 0, 1, 1]",0.0,-0.8465698778477787
"[3, 0, 1, 2]",0.0,-0.9452888820927149
"[2, 0, 1, 3]",-0.7118997964568305,-1.1831287354713642
"[1, 0, 1, 3]",-0.7113247614163241,-1.1249061544470584
"[0, 0, 1, 3]",-0.7459237329077952,-1.705647744086506
"[8, 9, 0, 1]",-0.13103165850483467,-0.8398507768671943
"[7, 9, 0, 2]",-0.05336712043155417,-1.0186731642787112
"[6, 8, 0, 3]",-0.03361940463327824,-0.36250992233630297
"[5, 7, 0, 3]",-0.0972724228977455,-0.4586445428609963
"[4, 6, 0, 3]",-0.6033530873938675,-0.9512519784360072
"[3, 5, 0, 3]",-0.9278442984290604,-0.9026448553481444
"[2, 4, 1, 0]",0.0,-1.1607155856536056
"[1, 3, 1, 1]",0.0,-1.3428913212734328
"[0, 2, 1, 2]",0.0,-1.5189540727994268
"[0, 1, 1, 3]",-0.7265476908307533,-1.6721039789212573
"[9, 8, 1, 2]",-0.363743368065098,-0.697026883252697
